source_file,image,verdict,winner,advantage_score,confidence,corrected_verdict,corrected_winner,corrected_advantage,corrected_confidence,weighted_score,random_forest,xgboost,svm,statistical,method_consistency,feature_agreement,prediction_strength,feature_quality
df18_summary,df18,Face 1 (Left) is more authentic,Face 1,0.0867,18.9933,Face 1 (Left) is more authentic,Face 1,0.0218,50.1305,0.0360,-0.1400,0.0000,0.0483,0.1424,-0.0749,0.2115,0.0183,0.2000
df17_summary,df17,Face 1 (Left) is more authentic,Face 1,0.0933,18.8345,Face 1 (Left) is more authentic,Face 1,0.0364,50.0942,0.0596,-0.1400,0.0000,0.0483,0.1255,-0.0571,0.1923,0.0187,0.2000
df41_summary,df41,Face 1 (Left) is more authentic,Face 1,0.0731,18.1876,Face 2 (Right) is more authentic,Face 2,0.0188,50.6309,0.0548,-0.1400,0.0000,0.0483,0.1101,-0.0603,0.1923,0.0177,0.2000
df30_summary,df30,Face 1 (Left) is more authentic,Face 1,0.0721,18.1550,Face 1 (Left) is more authentic,Face 1,0.0773,51.1960,0.0546,-0.1400,0.0000,0.0483,0.1093,-0.0605,0.1923,0.0176,0.2000
df04_summary,df04,Face 2 (Right) is more authentic,Face 2,0.2601,17.2147,Face 2 (Right) is more authentic,Face 2,0.0490,46.4507,-0.1316,-0.1400,0.0000,0.0483,-0.0367,-0.0095,0.1346,0.0178,0.2000
df25_summary,df25,Face 1 (Left) is more authentic,Face 1,0.0623,17.0720,Face 1 (Left) is more authentic,Face 1,0.0645,52.0741,0.0443,-0.1400,0.0000,0.0483,0.1098,-0.0675,0.1923,0.0171,0.2000
df27_summary,df27,Face 1 (Left) is more authentic,Face 1,0.0717,16.7332,Face 1 (Left) is more authentic,Face 1,0.1622,54.2998,0.0402,-0.1400,0.0000,0.0483,0.1232,-0.0704,0.1923,0.0176,0.2000
df32_summary,df32,Face 1 (Left) is more authentic,Face 1,0.0531,14.6711,Face 1 (Left) is more authentic,Face 1,0.0466,52.3649,0.0486,-0.1400,0.0000,0.0483,0.0963,-0.0658,0.1731,0.0167,0.2000
df34_summary,df34,Face 2 (Right) is more authentic,Face 2,0.1707,13.1769,Face 1 (Left) is more authentic,Face 1,0.0204,44.8143,-0.0001,-0.1400,0.0000,0.0483,-0.0789,-0.0750,0.1731,0.0134,0.2000
df15_summary,df15,Face 2 (Right) is more authentic,Face 2,0.3396,12.8740,Face 2 (Right) is more authentic,Face 2,0.1992,45.8015,-0.2276,-0.1400,0.0000,0.0483,-0.0202,-0.0476,0.1346,0.0218,0.2000
df28_summary,df28,Face 1 (Left) is more authentic,Face 1,0.0522,12.3060,Face 1 (Left) is more authentic,Face 1,0.0350,49.7390,0.0970,-0.1400,0.0000,0.0483,0.0469,-0.0668,0.1538,0.0166,0.2000
df43_summary,df43,Face 1 (Left) is more authentic,Face 1,0.1492,12.1144,Face 1 (Left) is more authentic,Face 1,0.0450,62.1748,0.1933,-0.1400,0.0000,0.0483,0.0477,-0.0735,0.1538,0.0215,0.2000
df42_summary,df42,Face 1 (Left) is more authentic,Face 1,0.0222,11.8874,Face 1 (Left) is more authentic,Face 1,0.2224,54.1656,0.0049,-0.1400,0.0000,0.0483,0.1090,-0.1077,0.1923,0.0151,0.2000
df22_summary,df22,Face 1 (Left) is more authentic,Face 1,0.0287,11.5964,Face 1 (Left) is more authentic,Face 1,0.2061,53.1769,0.0735,-0.1400,0.0000,0.0483,0.0470,-0.0724,0.1538,0.0154,0.2000
df08_summary,df08,Face 1 (Left) is more authentic,Face 1,0.0220,11.3289,Face 1 (Left) is more authentic,Face 1,0.0905,54.3058,0.0655,-0.1400,0.0000,0.0483,0.0482,-0.0747,0.1538,0.0151,0.2000
df31_summary,df31,Face 1 (Left) is more authentic,Face 1,0.0144,10.7823,Face 1 (Left) is more authentic,Face 1,0.0164,50.2441,0.0133,-0.1400,0.0000,0.0483,0.0929,-0.0991,0.1731,0.0147,0.2000
df13_summary,df13,Face 1 (Left) is more authentic,Face 1,0.0116,10.7564,Face 1 (Left) is more authentic,Face 1,0.0377,53.0885,0.0565,-0.1400,0.0000,0.0483,0.0469,-0.0800,0.1538,0.0146,0.2000
df35_summary,df35,Face 1 (Left) is more authentic,Face 1,0.0008,10.0755,Face 1 (Left) is more authentic,Face 1,0.0146,47.8858,0.0449,-0.1400,0.0000,0.0483,0.0476,-0.0868,0.1538,0.0140,0.2000
df37_summary,df37,Face 2 (Right) is more authentic,Face 2,0.2213,9.9972,Face 2 (Right) is more authentic,Face 2,0.1270,41.6541,-0.1427,-0.1400,0.0000,0.0483,0.0132,-0.0523,0.1154,0.0172,0.2000
df50_summary,df50,Face 2 (Right) is more authentic,Face 2,0.1541,9.9520,Face 2 (Right) is more authentic,Face 2,0.0248,34.9470,-0.0017,-0.1400,0.0000,0.0483,-0.0607,-0.0866,0.1538,0.0125,0.2000
df09_summary,df09,Face 2 (Right) is more authentic,Face 2,0.0098,8.7317,Face 1 (Left) is more authentic,Face 1,0.0143,45.2015,0.0191,-0.1400,0.0000,0.0483,0.0629,-0.1020,0.1538,0.0135,0.2000
df07_summary,df07,Face 2 (Right) is more authentic,Face 2,0.0199,8.4507,Face 2 (Right) is more authentic,Face 2,0.0041,44.9957,0.0250,-0.1400,0.0000,0.0483,0.0469,-0.1051,0.1538,0.0130,0.2000
df40_summary,df40,Face 2 (Right) is more authentic,Face 2,0.0021,8.1245,Face 1 (Left) is more authentic,Face 1,0.0483,52.5638,0.0570,-0.1400,0.0000,0.0483,0.0326,-0.0911,0.1346,0.0139,0.2000
df19_summary,df19,Face 2 (Right) is more authentic,Face 2,0.0117,7.5920,Face 1 (Left) is more authentic,Face 1,0.0245,46.9339,0.0030,-0.1400,0.0000,0.0483,0.0770,-0.1172,0.1538,0.0134,0.2000
df21_summary,df21,Face 2 (Right) is more authentic,Face 2,0.1000,7.1619,Face 1 (Left) is more authentic,Face 1,0.0315,44.7940,0.0716,-0.1400,0.0000,0.0483,-0.0798,-0.0501,0.0769,0.0170,0.2000
df05_summary,df05,Face 2 (Right) is more authentic,Face 2,0.2687,7.0740,Face 2 (Right) is more authentic,Face 2,0.1751,52.8089,-0.2482,-0.1400,0.0000,0.0483,0.0712,-0.0598,0.0769,0.0254,0.2000
df45_summary,df45,Face 2 (Right) is more authentic,Face 2,0.0471,6.9118,Face 1 (Left) is more authentic,Face 1,0.1453,39.0957,0.1214,-0.1400,0.0000,0.0483,-0.0767,-0.0563,0.0769,0.0193,0.2000
df46_summary,df46,Face 2 (Right) is more authentic,Face 2,0.0411,6.4430,Face 1 (Left) is more authentic,Face 1,0.0103,46.5157,0.0036,-0.1400,0.0000,0.0483,0.0471,-0.1333,0.1538,0.0119,0.2000
df11_summary,df11,Face 2 (Right) is more authentic,Face 2,0.0334,6.0368,Face 1 (Left) is more authentic,Face 1,0.1025,51.9416,0.0119,-0.1400,0.0000,0.0483,0.0465,-0.1215,0.1346,0.0123,0.2000
df23_summary,df23,Face 2 (Right) is more authentic,Face 2,0.0493,5.9013,Face 1 (Left) is more authentic,Face 1,0.0621,45.0725,0.0581,-0.1400,0.0000,0.0483,-0.0156,-0.1054,0.1154,0.0131,0.2000
df03_summary,df03,Face 2 (Right) is more authentic,Face 2,0.5804,5.4886,Face 2 (Right) is more authentic,Face 2,0.1709,60.4048,-0.4956,-0.1400,0.0000,0.0483,0.0069,-0.1345,0.1154,0.0345,0.2000
df36_summary,df36,Face 2 (Right) is more authentic,Face 2,0.0856,4.6152,Face 2 (Right) is more authentic,Face 2,0.0016,47.6973,-0.0235,-0.1400,0.0000,0.0483,0.0297,-0.1111,0.0962,0.0121,0.2000
df26_summary,df26,Face 2 (Right) is more authentic,Face 2,0.0646,4.2717,Face 1 (Left) is more authentic,Face 1,0.0083,49.7341,0.0116,-0.1400,0.0000,0.0483,0.0156,-0.1563,0.1346,0.0108,0.2000
df48_summary,df48,Face 2 (Right) is more authentic,Face 2,0.1114,4.2716,Face 2 (Right) is more authentic,Face 2,0.0273,41.2294,0.0107,-0.1400,0.0000,0.0483,-0.0304,-0.1186,0.0962,0.0115,0.2000
df02_summary,df02,Face 2 (Right) is more authentic,Face 2,0.0516,4.0063,Face 1 (Left) is more authentic,Face 1,0.2724,49.6994,0.0387,-0.1400,0.0000,0.0483,0.0014,-0.1444,0.1154,0.0114,0.2000
df33_summary,df33,Face 2 (Right) is more authentic,Face 2,0.0747,3.9064,Face 2 (Right) is more authentic,Face 2,0.0199,38.2448,-0.0134,-0.1400,0.0000,0.0483,0.0304,-0.1280,0.0962,0.0116,0.2000
df29_summary,df29,Face 2 (Right) is more authentic,Face 2,0.1062,3.2205,Face 2 (Right) is more authentic,Face 2,0.0731,43.6220,-0.0146,-0.1400,0.0000,0.0483,0.0002,-0.1658,0.1154,0.0102,0.2000
df24_summary,df24,Face 2 (Right) is more authentic,Face 2,0.0731,3.0967,Face 1 (Left) is more authentic,Face 1,0.0466,55.0792,0.0191,-0.1400,0.0000,0.0483,-0.0005,-0.1701,0.1154,0.0104,0.2000
df44_summary,df44,Face 2 (Right) is more authentic,Face 2,0.0100,0.2485,Face 2 (Right) is more authentic,Face 2,0.0000,0.0000,0.0000,-0.0100,0.0000,0.0000,0.0000,-0.3000,0.0000,0.0005,0.2000
df49_summary,df49,Face 2 (Right) is more authentic,Face 2,0.0100,0.2485,Face 2 (Right) is more authentic,Face 2,0.0000,0.0000,0.0000,-0.0100,0.0000,0.0000,0.0000,-0.3000,0.0000,0.0005,0.2000
