source_file,image,verdict,winner,advantage_score,confidence,corrected_verdict,corrected_winner,corrected_advantage,corrected_confidence,weighted_score,random_forest,xgboost,svm,statistical,method_consistency,feature_agreement,prediction_strength,feature_quality
df20_summary,df20,Face 1 (Left) is more authentic,Face 1,0.20591005,12.2011707,Face 2 (Right) is more authentic,Face 2,0.002731757,50.96310703,0.164298548,-0.028,0,0.016083531,0.053527972,-0.083524052,0.173076923,0.013095503,0.2
df10_summary,df10,Face 2 (Right) is more authentic,Face 2,0.204937199,2.668585928,Face 2 (Right) is more authentic,Face 2,0.062208502,50.48157387,-0.221237271,-0.028,0,0.016083531,0.02821654,-0.170488021,0.096153846,0.014676867,0.2
df25_summary,df25,Face 1 (Left) is more authentic,Face 1,0.020205465,9.234600613,Face 2 (Right) is more authentic,Face 2,0.007604308,50.39302932,0.0010986,-0.028,0,0.016083531,0.031023333,-0.086188505,0.153846154,0.003810273,0.2
df35_summary,df35,Face 1 (Left) is more authentic,Face 1,0.122726356,11.18592199,Face 2 (Right) is more authentic,Face 2,0.001530601,50.01117502,0.103526613,-0.028,0,0.016083531,0.031116212,-0.069971387,0.153846154,0.008936318,0.2
df46_summary,df46,Face 1 (Left) is more authentic,Face 1,0.02005886,9.571853432,Face 1 (Left) is more authentic,Face 1,0.026367837,49.9472147,0.02076922,-0.028,0,0.016083531,0.011206109,-0.04376043,0.115384615,0.003802943,0.2
df38_summary,df38,Face 2 (Right) is more authentic,Face 2,1.401323596,5.965041006,Face 2 (Right) is more authentic,Face 2,0.065003678,49.80332266,-1.309865518,-0.028,0,0.016083531,-0.079541609,-0.239757294,0.192307692,0.071674533,0.2
df40_summary,df40,Face 1 (Left) is more authentic,Face 1,0.175783212,16.350523,Face 1 (Left) is more authentic,Face 1,0.010073103,49.00428307,0.125248388,-0.028,0,0.016083531,0.062451293,-0.047903613,0.173076923,0.011589161,0.2
df05_summary,df05,Face 1 (Left) is more authentic,Face 1,0.322044317,7.610830276,Face 1 (Left) is more authentic,Face 1,0.009416933,48.71139835,0.28072492,-0.028,0,0.016083531,0.053235866,-0.141622888,0.173076923,0.018902216,0.2
df11_summary,df11,Face 1 (Left) is more authentic,Face 1,0.153004362,18.3820879,Face 1 (Left) is more authentic,Face 1,0.032283674,48.47648439,0.102184302,-0.028,0,0.016083531,0.062736529,-0.032594345,0.173076923,0.010450218,0.2
df30_summary,df30,Face 1 (Left) is more authentic,Face 1,0.117241059,3.00864416,Face 1 (Left) is more authentic,Face 1,0.030397282,48.46120435,0.12854654,-0.028,0,0.016083531,0.000610988,-0.171359901,0.115384615,0.008662053,0.2
df37_summary,df37,Face 2 (Right) is more authentic,Face 2,0.041007035,8.208928889,Face 1 (Left) is more authentic,Face 1,0.006670268,48.44798477,-0.029330949,-0.028,0,0.016083531,0.000240383,-0.060496616,0.115384615,0.003682743,0.2
df27_summary,df27,Face 1 (Left) is more authentic,Face 1,0.184925839,17.50661861,Face 2 (Right) is more authentic,Face 2,0.034944917,48.12250053,0.12436922,-0.028,0,0.016083531,0.072473088,-0.04013712,0.173076923,0.012046292,0.2
df28_summary,df28,Face 1 (Left) is more authentic,Face 1,0.126823106,4.850681431,Face 1 (Left) is more authentic,Face 1,0.05880372,47.75750552,0.128617745,-0.028,0,0.016083531,0.010121829,-0.141389363,0.134615385,0.009141155,0.2
df18_summary,df18,Face 1 (Left) is more authentic,Face 1,0.197183891,26.12783315,Face 1 (Left) is more authentic,Face 1,0.027005998,47.35600929,0.114788406,-0.028,0,0.016083531,0.094311955,-0.028131154,0.211538462,0.012659195,0.2
df12_summary,df12,Face 1 (Left) is more authentic,Face 1,0.118789743,21.79890427,Face 1 (Left) is more authentic,Face 1,0.012956371,46.95118956,0.048371033,-0.028,0,0.016083531,0.082335179,-0.028789575,0.192307692,0.008739487,0.2
df15_summary,df15,Face 1 (Left) is more authentic,Face 1,0.052190468,9.355188044,Face 2 (Right) is more authentic,Face 2,0.032919673,45.93526412,0.053883782,-0.028,0,0.016083531,0.010223156,-0.067126672,0.134615385,0.005409523,0.2
df21_summary,df21,Face 2 (Right) is more authentic,Face 2,0.13688774,3.971146617,Face 1 (Left) is more authentic,Face 1,0.002180836,45.3965315,-0.134909207,-0.028,0,0.016083531,0.009937936,-0.143390532,0.115384615,0.009446534,0.2
df19_summary,df19,Face 1 (Left) is more authentic,Face 1,0.006995704,5.27966532,Face 2 (Right) is more authentic,Face 2,0.003924909,43.89448597,-0.0013572,-0.028,0,0.016083531,0.020269373,-0.088145951,0.096153846,0.003285505,0.2
df45_summary,df45,Face 2 (Right) is more authentic,Face 2,0.706620096,9.729612887,Face 2 (Right) is more authentic,Face 2,0.2328245,43.56776478,-0.599205628,-0.028,0,0.016083531,-0.095498,-0.171241355,0.211538462,0.036939358,0.2
df09_summary,df09,Face 1 (Left) is more authentic,Face 1,0.095737301,13.97623157,Face 1 (Left) is more authentic,Face 1,0.016962428,41.84947199,0.076419863,-0.028,0,0.016083531,0.031233907,-0.043159568,0.153846154,0.007586865,0.2
df02_summary,df02,Face 1 (Left) is more authentic,Face 1,0.243109625,1.839796874,Face 1 (Left) is more authentic,Face 1,0.159704703,41.60302236,0.295329189,-0.028,0,0.016083531,-0.040303095,-0.193603437,0.076923077,0.018985791,0.2
df29_summary,df29,Face 2 (Right) is more authentic,Face 2,0.05451033,6.743544673,Face 2 (Right) is more authentic,Face 2,0.014708203,41.06874724,-0.061634105,-0.028,0,0.016083531,0.019040244,-0.065068498,0.096153846,0.006237894,0.2
df33_summary,df33,Face 2 (Right) is more authentic,Face 2,0.01397709,6.87997665,Face 2 (Right) is more authentic,Face 2,0.006440142,40.15057029,-0.032867816,-0.028,0,0.016083531,0.030807194,-0.042838402,0.076923077,0.005387927,0.2
df36_summary,df36,Face 2 (Right) is more authentic,Face 2,0.092973434,24.31146095,Face 2 (Right) is more authentic,Face 2,0.032277955,40.14975094,-0.038602635,-0.028,0,0.016083531,-0.042454331,0.026328935,0.153846154,0.006257025,0.2
df42_summary,df42,Face 2 (Right) is more authentic,Face 2,0.411100272,16.57986405,Face 1 (Left) is more authentic,Face 1,0.114778219,39.91348929,-0.302800501,-0.028,0,0.016083531,-0.096383303,-0.095271905,0.211538462,0.022163367,0.2
df16_summary,df16,Face 1 (Left) is more authentic,Face 1,0.098426159,13.60386299,Face 2 (Right) is more authentic,Face 2,0.012503175,38.79472048,0.079327374,-0.028,0,0.016083531,0.031015253,-0.046426379,0.153846154,0.007721308,0.2
df26_summary,df26,Face 2 (Right) is more authentic,Face 2,0.011954608,8.059194026,Face 2 (Right) is more authentic,Face 2,0.11219741,38.29272563,0.010497858,-0.028,0,0.016083531,-0.010535997,-0.062073625,0.115384615,0.003255869,0.2
df39_summary,df39,Face 2 (Right) is more authentic,Face 2,0.062419148,22.20185146,Face 2 (Right) is more authentic,Face 2,0.005777351,36.83868745,-0.01957292,-0.028,0,0.016083531,-0.030929759,0.016030341,0.153846154,0.004729311,0.2
df34_summary,df34,Face 2 (Right) is more authentic,Face 2,0.110336547,19.92233985,Face 2 (Right) is more authentic,Face 2,0.011581835,36.1242018,-0.066712975,-0.028,0,0.016083531,-0.031707104,-8.69E-05,0.153846154,0.00712518,0.2
df50_summary,df50,Face 2 (Right) is more authentic,Face 2,0.093799418,24.36338381,Face 2 (Right) is more authentic,Face 2,0.02744959,35.48691221,-0.040286998,-0.028,0,0.016083531,-0.041595951,0.026569606,0.153846154,0.006298324,0.2
df51_summary,df51,Face 2 (Right) is more authentic,Face 2,0.157382737,22.40929749,Face 2 (Right) is more authentic,Face 2,0.038179795,29.10319111,-0.093274242,-0.028,0,0.016083531,-0.052192026,-0.00675158,0.173076923,0.00947749,0.2
df44_summary,df44,Face 2 (Right) is more authentic,Face 2,0.002,0.247546126,Face 2 (Right) is more authentic,Face 2,0,0,0,-0.002,0,0,0,-0.299985,0,0.0001,0.2
df49_summary,df49,Face 2 (Right) is more authentic,Face 2,0.002,0.247546126,Face 2 (Right) is more authentic,Face 2,0,0,0,-0.002,0,0,0,-0.299985,0,0.0001,0.2
,,,,,,,,,,,,,,,,,,
,,,,AVG,12.06284802,,,AVG,46.14736907,,,,,,,,,
